normalized_term,source_types,source_storefronts,source_platforms,source_record_counts,source_sweep_status,kickstart_rows,kickstart_current_ranks,kickstart_rank_trends,kickstart_difficulty_scores,kickstart_entry_barrier_scores,kickstart_evidence_window,apple_ads_query_countries,apple_ads_monthly_window,apple_ads_monthly_coverage,apple_ads_monthly_max_popularity_1to100,apple_ads_monthly_max_popularity_1to5,apple_ads_monthly_max_countries,apple_ads_monthly_max_genres,apple_ads_monthly_genres_reportable,apple_ads_monthly_reportable,apple_ads_weekly_window,apple_ads_weekly_coverage,apple_ads_weekly_max_popularity_1to100,apple_ads_weekly_max_popularity_1to5,apple_ads_weekly_max_countries,apple_ads_weekly_max_genres,apple_ads_weekly_genres_reportable,apple_ads_weekly_reportable,intent_fit_evidence,storefront_search_evidence,title_context,proposed_en_us_keyword_pack,proposed_pack_status,final_decision,rationale_caveat,evidence_date,source_artifacts
id,current_pending_en-US,US,iOS,current_pending_en-US=1,source-current-pending-en-US,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=matched;DE=matched;FR=matched,56,3,AU,PRODUCTIVITY_UTILITIES,BUSINESS;PHOTO_VIDEO;PRODUCTIVITY_UTILITIES,AU=56/3/PRODUCTIVITY_UTILITIES#384;DE=48/3/BUSINESS#275;FR=46/3/PHOTO_VIDEO#473,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,source current pending en-US keyword field,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",source-current-term-removed-invalid,reject,two-character token is removed from the proposed pack because Apple's current keyword rule requires terms longer than two characters. Apple Ads monthly max 56/100; unmatched cells remain below-reporting-coverage; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json
id card organizer,US_search_candidate;IN_CA_AU_search_candidate,US;IN;CA;AU,iOS,US_search_candidate=1;IN_CA_AU_search_candidate=3,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,"AU intent=Mixed, digital-ID, business-card, and issuer spillover; label=Defer;CA intent=Mixed, digital-ID, business-card, and issuer spillover; label=Defer;IN intent=Mixed, digital-ID, business-card, and issuer spillover; label=Defer;US search=id_membership_loyalty/medium; role=adjacent",AU public supply=187; public_pos=unranked; difficulty=37; barrier=76; Holder=not ranked;CA public supply=185; public_pos=unranked; difficulty=36; barrier=92; Holder=not ranked;IN public supply=172; public_pos=unranked; difficulty=66; barrier=16; Holder=not ranked;US public supply=46; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,monitor,retain as a tracked signal without changing the proposed pack; rank or adjacent intent is informative but not a demand measure. US public supply=46; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,anglo-india/raw-query-matrix.csv;apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
id card vault,Kickstart,US,iOS,Kickstart=1,not-source-current-pending,US/iOS:57,US/iOS=#5,US/iOS=#8->#5 (improved; 2026-08-01..2026-08-26),US/iOS=3/5,US/iOS=1/5,2026-08-01..2026-08-26,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart US/iOS: Card/document-type storage intent; adjacent to core vault,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,monitor,retain as a tracked signal without changing the proposed pack; rank or adjacent intent is informative but not a demand measure. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
id card wallet,Kickstart;US_search_candidate,US,iOS,Kickstart=1;US_search_candidate=1,not-source-current-pending,US/iOS:58,US/iOS=#127,US/iOS=unranked->#127 (entered; 2026-08-01..2026-08-26),US/iOS=4/5,US/iOS=4/5,2026-08-01..2026-08-26,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,GB intent=ID/medium-high; label=reject;Kickstart US/iOS: Card/document-type storage intent; adjacent to core vault;US search=id_membership_loyalty/medium; role=adjacent,GB public supply=186; difficulty=36; barrier=61; Holder=unranked;US public supply=48; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,monitor,retain as a tracked signal without changing the proposed pack; rank or adjacent intent is informative but not a demand measure. US public supply=48; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;europe/keyword-matrix.csv;kickstart/holder_keywords.json;us/query-matrix.json
insurance,current_pending_en-US,US,iOS,current_pending_en-US=1,source-current-pending-en-US,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=matched;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,52,3,GB,FINANCE,FINANCE,GB=52/3/FINANCE#377,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=matched;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,46,3,GB,FINANCE,FINANCE,GB=46/3/FINANCE#401,source current pending en-US keyword field,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",in-proposed-pack,keyword-keep,"fits the proposed token pack and Holder’s supported card-storage story; missing popularity is not zero demand. Apple Ads monthly max 52/100, weekly max 46/100; unmatched cells remain below-reporting-coverage; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json
insurance card vault,Kickstart,US,iOS,Kickstart=1,not-source-current-pending,US/iOS:59,US/iOS=#89,US/iOS=#99->#89 (improved; 2026-08-01..2026-08-26),US/iOS=4/5,US/iOS=4/5,2026-08-01..2026-08-26,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart US/iOS: Card/document-type storage intent; adjacent to core vault,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,monitor,retain as a tracked signal without changing the proposed pack; rank or adjacent intent is informative but not a demand measure. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
insurance card wallet,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=id_membership_loyalty/medium; role=adjacent,US public supply=49; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,monitor,retain as a tracked signal without changing the proposed pack; rank or adjacent intent is informative but not a demand measure. US public supply=49; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
iphone card vault,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=biometric_vault/high; role=direct,US public supply=49; Holder=#9,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,keyword-test,"plausible future discovery candidate with product fit, but current evidence is not enough to add it to the full 99-byte pack. US public supply=49; Holder=#9. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
karten sicher aufbewahren,FR_DE_GB_search_candidate,DE,iOS,FR_DE_GB_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,DE intent=privacy/offline/high; label=easy-demand-unknown,DE public supply=1; difficulty=1; barrier=16; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,localized-test-after-native-review,"relevant localized storage or card workflow candidate, but the machine-assisted phrasing needs native review and sparse supply is not demand. DE public supply=1; difficulty=1; barrier=16; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;europe/keyword-matrix.csv
karten tresor,Kickstart;FR_DE_GB_search_candidate,DE,iOS,Kickstart=1;FR_DE_GB_search_candidate=1,not-source-current-pending,DE/iOS:60,DE/iOS=unranked,DE/iOS=no rank history,DE/iOS=1/5,DE/iOS=1/5,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,DE intent=vault/storage/high; label=easy-demand-unknown;Kickstart DE/iOS: German card-vault/storage intent,DE public supply=21; difficulty=5; barrier=0; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,localized-test-after-native-review,"relevant localized storage or card workflow candidate, but the machine-assisted phrasing needs native review and sparse supply is not demand. DE public supply=21; difficulty=5; barrier=0; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;europe/keyword-matrix.csv;kickstart/holder_keywords.json
keep card numbers,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=core_job/high; role=direct,US public supply=50; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,keyword-test,"plausible future discovery candidate with product fit, but current evidence is not enough to add it to the full 99-byte pack. US public supply=50; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
keeper,current_pending_en-US;Kickstart,US,iOS,current_pending_en-US=1;Kickstart=1,source-current-pending-en-US,US/iOS:61,US/iOS=unranked,US/iOS=no rank history,US/iOS=4/5,US/iOS=1/5,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart US/iOS: Broad or ambiguous single-term intent;source current pending en-US keyword field,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",in-proposed-pack,keyword-keep,fits the proposed token pack and Holder’s supported card-storage story; missing popularity is not zero demand. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
